blackbox_id,acceleration_g,breathing_detected,fire_detected,human_presence,latitude,longitude,speed_kmph,tilt_degree,timestamp,fetch_time
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.677212,88.526878,19.63,5,13:50.8,43:49.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.676949,88.526833,21.39,8.21,13:55.2,43:55.2
ATSAD-B0A732166910,1.05,FALSE,FALSE,FALSE,22.676739,88.526802,14.8,7.65,14:00.3,44:00.3
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.676422,88.527031,25.89,7.93,14:06.9,44:05.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.676233,88.527222,19.71,1.92,14:10.9,44:10.5
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.676058,88.527451,20.45,3.85,14:16.0,44:15.5
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.675859,88.527702,23.82,5.72,14:20.5,44:20.9
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.675629,88.527977,27.3,5.19,14:25.4,44:25.9
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.675343,88.528198,28.63,12.92,14:30.4,44:31.0
ATSAD-B0A732166910,0.85,FALSE,FALSE,FALSE,22.674938,88.528297,34.82,8.14,14:35.6,44:36.0
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.674532,88.528397,31.8,10.1,14:40.4,44:41.1
ATSAD-B0A732166910,1.08,FALSE,FALSE,FALSE,22.674215,88.528671,31.84,11.05,14:45.9,44:46.2
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.673876,88.528938,34.71,11.28,14:50.6,44:51.2
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.67351,88.529167,31.97,6.54,14:55.4,44:56.3
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.673279,88.52948,27.59,8.62,15:00.5,45:01.7
ATSAD-B0A732166910,1.11,FALSE,FALSE,FALSE,22.672941,88.529671,30.41,5.76,15:05.4,45:06.8
ATSAD-B0A732166910,0.91,FALSE,FALSE,FALSE,22.672558,88.5298,31.63,5.12,15:10.9,45:11.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.672171,88.529877,27.95,6.82,15:15.3,45:17.0
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.671785,88.529839,33.15,8.89,15:20.4,45:22.1
ATSAD-B0A732166910,1.11,FALSE,FALSE,FALSE,22.671345,88.529701,35.04,3.51,15:26.1,45:27.2
ATSAD-B0A732166910,0.82,FALSE,FALSE,FALSE,22.670874,88.529587,40.15,3.32,15:30.9,45:32.2
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.670374,88.529564,35.39,4.92,15:35.4,45:37.3
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.669912,88.529671,37.76,1.17,15:40.5,45:42.3
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.669405,88.529816,40.74,8.29,15:45.8,45:47.4
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.668905,88.529938,39.65,7.06,15:51.1,45:52.5
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.668446,88.53006,31.78,12.3,15:55.5,45:57.6
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.668058,88.530151,32.26,1.85,16:00.3,46:02.6
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.667641,88.53035,36.87,4.85,16:05.4,46:07.8
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.667204,88.53064,40.63,10.1,16:10.5,46:12.9
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.666809,88.530907,34.69,7.23,16:15.8,46:17.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.666557,88.53109,21.87,7.55,16:20.4,46:23.0
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.666109,88.531387,24.84,3.82,16:30.3,46:28.0
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.666109,88.531387,24.84,3.82,16:30.3,46:33.0
ATSAD-B0A732166910,1.17,FALSE,FALSE,FALSE,22.66535,88.531891,36.56,10,16:40.5,46:38.1
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.664925,88.532219,40.82,5.02,16:45.2,46:43.7
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.664442,88.532555,44.43,8.82,16:50.5,46:48.7
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.663948,88.532913,45.65,6.28,16:55.6,46:53.8
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.663475,88.533272,43.74,10.15,17:00.5,46:59.1
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.66304,88.533585,39.84,9.8,17:05.3,47:04.2
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.662628,88.533875,37.61,7.82,17:10.6,47:09.2
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.662157,88.534218,44.54,10.69,17:15.3,47:14.3
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.66173,88.534546,39.58,9.89,17:20.7,47:19.3
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.661337,88.534828,37.84,9,17:25.6,47:24.4
ATSAD-B0A732166910,1.08,FALSE,FALSE,FALSE,22.660934,88.535133,37.08,9.37,17:30.2,47:29.4
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.660572,88.535431,32.65,22.47,17:35.4,47:34.6
ATSAD-B0A732166910,0.79,FALSE,FALSE,FALSE,22.660442,88.535538,9.15,12.71,17:40.3,47:39.6
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.660353,88.535614,8.82,2.95,17:45.9,47:44.7
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.660191,88.535759,16.54,22.16,17:50.5,47:49.8
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.66013,88.535828,4.19,9.15,17:55.4,47:54.8
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.659996,88.53595,16.95,11.75,18:00.6,48:00.0
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.659746,88.536148,27.34,4.92,18:05.2,48:05.1
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.65941,88.536438,34.98,6.91,18:10.5,48:10.2
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.659033,88.536774,39.91,9.47,18:16.1,48:15.2
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.658646,88.537102,41.21,8.69,18:20.4,48:20.3
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.658216,88.537476,43.19,5.87,18:25.3,48:25.4
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.657757,88.537857,46.04,7.41,18:30.5,48:30.4
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.657326,88.538261,45.26,10.39,18:35.9,48:35.5
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.656918,88.538727,45.97,10.81,18:40.5,48:40.5
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.656584,88.539169,39.24,11.68,18:45.4,48:45.6
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.656271,88.539536,37.04,8.72,18:50.5,48:50.6
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.65596,88.539963,40.15,5.57,18:55.3,48:55.8
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.655579,88.540413,44.65,11.91,19:01.1,49:00.8
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.655233,88.54081,39.3,6.18,19:05.3,49:05.9
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.65481,88.541298,47.63,9.36,19:10.4,49:11.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.654402,88.541786,47.13,9.42,19:16.2,49:16.5
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.654015,88.542236,44.99,8.87,19:20.4,49:21.5
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:26.9
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:32.5
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:37.5
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:42.6
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:47.6
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:52.7
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,49:57.7
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:02.8
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:08.1
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:13.2
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:18.2
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:23.3
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:28.3
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.653666,88.542679,41.63,8.78,19:25.6,50:33.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,50:38.5
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,50:43.5
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,50:48.6
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,50:53.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,50:58.8
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:03.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:09.1
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:14.1
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:19.2
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:24.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:29.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:34.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:39.5
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:44.5
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:49.6
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:54.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,51:59.8
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:04.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:10.0
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:15.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:20.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:25.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:30.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:35.8
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:40.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:46.0
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:51.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,52:56.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:02.0
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:07.0
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:12.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:17.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:22.8
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:27.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:32.9
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:38.0
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:43.1
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.65041,88.548332,40.08,8.09,20:38.5,53:48.1
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,00:33.4
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,00:38.5
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,00:43.6
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,00:48.9
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,00:54.0
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,00:59.1
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,01:04.1
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.631592,88.541222,23.95,4.06,30:15.4,01:09.2
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.627964,88.524834,11.15,12.65,33:33.4,03:33.8
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.627916,88.524643,17.82,8.35,33:37.7,03:39.1
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.627848,88.524261,29.98,9.7,33:42.6,03:44.1
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.627771,88.523834,31.63,1.17,33:47.6,03:49.2
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.627695,88.523415,30.3,2.83,33:52.9,03:54.3
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.627628,88.523087,15.19,7.48,33:57.5,03:59.4
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.627588,88.522903,18.65,6.09,34:02.5,04:04.4
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.627539,88.522568,26.61,3.03,34:07.4,04:09.5
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.627474,88.522293,22.41,5.88,34:12.5,04:14.5
ATSAD-B0A732166910,1.08,FALSE,FALSE,FALSE,22.627413,88.521919,28.71,9.03,34:18.9,04:19.6
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.627399,88.521843,29.02,16.61,34:25.8,04:24.6
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.627399,88.521843,29.02,16.61,34:25.8,04:29.7
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.627146,88.520409,41.17,10.94,34:35.2,04:34.7
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.627043,88.519859,41.67,0.13,34:40.5,04:39.8
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.626938,88.519279,42.6,8.09,34:46.6,04:44.8
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.626919,88.519165,41.26,10.05,34:49.7,04:49.9
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.626919,88.519165,41.26,10.05,34:49.7,04:54.9
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.626919,88.519165,41.26,10.05,34:49.7,05:00.1
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.626749,88.51825,37.21,7.62,35:06.8,05:05.1
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.626732,88.518143,38.19,10.46,35:09.6,05:10.2
ATSAD-B0A732166910,0.81,FALSE,FALSE,FALSE,22.626381,88.516273,35.41,10.89,35:15.3,05:15.2
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.626295,88.515778,35.41,13.55,35:19.6,05:20.3
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.626238,88.515411,18.04,12.71,35:25.0,05:25.3
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.626211,88.515266,6.26,14.72,35:29.7,05:30.4
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.62619,88.515182,10.24,12.59,35:34.5,05:35.4
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.626131,88.514915,26.56,17.87,35:39.7,05:40.5
ATSAD-B0A732166910,0.8,FALSE,FALSE,FALSE,22.62606,88.514572,22.74,19.68,35:44.6,05:45.5
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.626003,88.51432,12.15,20.91,35:49.7,05:50.6
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.625999,88.51429,0.2,11.45,35:55.0,05:55.7
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.625998,88.51429,0.2,12.99,36:00.1,06:00.7
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.625999,88.514297,0.52,12.98,36:04.6,06:05.8
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.626001,88.514297,0.11,13.84,36:09.6,06:10.8
ATSAD-B0A732166910,1.02,FALSE,FALSE,FALSE,22.626005,88.514297,0.28,15.56,36:14.7,06:15.9
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.626001,88.514282,5.26,10.21,36:19.8,06:20.9
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.625978,88.514099,16.33,16,36:24.5,06:26.0
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.625946,88.513832,25.24,12.56,36:29.6,06:31.0
ATSAD-B0A732166910,0.85,FALSE,FALSE,FALSE,22.625887,88.513466,28.37,15.74,36:34.5,06:36.1
ATSAD-B0A732166910,0.78,FALSE,FALSE,FALSE,22.625795,88.513084,28.67,14.85,36:40.2,06:41.4
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.625715,88.512718,27.84,11.03,36:44.6,06:46.5
ATSAD-B0A732166910,1.15,FALSE,FALSE,FALSE,22.625648,88.512352,26.5,14.81,36:49.6,06:51.5
ATSAD-B0A732166910,1,FALSE,FALSE,FALSE,22.625618,88.512123,8.43,14.7,36:54.6,06:56.6
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.625593,88.511932,21.21,11.3,36:59.5,07:01.7
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.625517,88.511559,32.15,14.32,37:04.5,07:06.8
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.625429,88.511124,35.58,11.46,37:09.6,07:11.8
ATSAD-B0A732166910,0.9,FALSE,FALSE,FALSE,22.625324,88.510605,41.04,14.83,37:14.7,07:16.9
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.625227,88.510056,43.65,11.03,37:19.6,07:22.0
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.625101,88.509438,46.91,14.97,37:25.3,07:27.1
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.624872,88.508263,41.82,13.35,37:34.5,07:32.2
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.624763,88.507736,38.37,16.07,37:39.5,07:37.2
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.624763,88.507736,38.37,16.07,37:39.5,07:42.3
ATSAD-B0A732166910,0.71,FALSE,FALSE,FALSE,22.624653,88.506935,12.09,2.33,37:49.7,07:47.3
ATSAD-B0A732166910,0.87,FALSE,FALSE,FALSE,22.624622,88.50676,17.78,3.69,37:54.5,07:52.4
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.624563,88.506454,24.35,10.85,37:59.8,07:57.4
ATSAD-B0A732166910,0.88,FALSE,FALSE,FALSE,22.624506,88.506119,29.61,11.15,38:04.9,08:02.5
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.624434,88.505692,34.61,10.51,38:09.5,08:07.6
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.62435,88.505226,33.08,15.31,38:14.7,08:12.6
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.624269,88.504837,29.13,12.01,38:20.1,08:17.7
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.624178,88.504395,36.34,12.09,38:24.5,08:22.8
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.624102,88.503899,37.48,8.62,38:29.6,08:27.9
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.624006,88.50338,39.15,7.47,38:34.7,08:32.9
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.623907,88.502831,41.37,15.05,38:39.6,08:38.3
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.623806,88.502296,41.13,13.75,38:44.7,08:43.3
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.623709,88.501724,43.3,13.38,38:49.5,08:48.4
ATSAD-B0A732166910,0.84,FALSE,FALSE,FALSE,22.623606,88.501152,42.84,11.28,38:54.7,08:53.4
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.623512,88.50058,42.52,9.53,38:59.5,08:58.5
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.623405,88.500008,44.24,13.08,39:04.7,09:03.5
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.623283,88.499405,46.58,17.77,39:09.7,09:08.6
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.623178,88.498817,40.58,24.79,39:14.8,09:13.6
ATSAD-B0A732166910,0.72,FALSE,FALSE,FALSE,22.623119,88.498535,11.35,17.26,39:19.4,09:18.7
ATSAD-B0A732166910,1.09,FALSE,FALSE,FALSE,22.62307,88.498283,26.15,8.33,39:24.7,09:23.7
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.622992,88.497833,34.97,15.32,39:29.6,09:28.8
ATSAD-B0A732166910,0.92,FALSE,FALSE,FALSE,22.622904,88.497322,40.56,15.64,39:34.5,09:33.9
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.622808,88.496742,43.19,13.27,39:40.3,09:38.9
ATSAD-B0A732166910,1.11,FALSE,FALSE,FALSE,22.622705,88.496155,43.61,17.4,39:44.6,09:44.0
ATSAD-B0A732166910,1.08,FALSE,FALSE,FALSE,22.622622,88.495621,34.54,16.19,39:50.0,09:49.1
ATSAD-B0A732166910,0.89,FALSE,FALSE,FALSE,22.622599,88.495216,29.52,16.43,39:54.6,09:54.1
ATSAD-B0A732166910,1.04,FALSE,FALSE,FALSE,22.62262,88.494827,28.41,15.68,39:59.3,09:59.2
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.622692,88.494408,34.04,13.87,40:04.8,10:04.2
ATSAD-B0A732166910,0.94,FALSE,FALSE,FALSE,22.622793,88.493965,31.95,23.9,40:09.4,10:09.3
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.622862,88.493706,7.13,17.48,40:14.7,10:14.3
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.62289,88.493614,12.2,12.88,40:19.3,10:19.4
ATSAD-B0A732166910,0.98,FALSE,FALSE,FALSE,22.623003,88.493347,23.98,32.81,40:24.8,10:24.5
ATSAD-B0A732166910,0.96,FALSE,FALSE,FALSE,22.623047,88.49324,2.89,14.18,40:29.8,10:29.5
ATSAD-B0A732166910,1.07,FALSE,FALSE,FALSE,22.623131,88.493103,19.58,16.05,40:34.7,10:34.6
ATSAD-B0A732166910,1.1,FALSE,FALSE,FALSE,22.623297,88.492836,25.91,16.68,40:39.3,10:39.8
ATSAD-B0A732166910,1.06,FALSE,FALSE,FALSE,22.623484,88.492561,25.5,18.59,40:45.1,10:44.9
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.623692,88.492256,25.15,13.11,40:50.3,10:50.0
ATSAD-B0A732166910,1.01,FALSE,FALSE,FALSE,22.623886,88.492035,20.13,16.08,40:54.6,10:55.0
ATSAD-B0A732166910,0.99,FALSE,FALSE,FALSE,22.62406,88.491859,14.04,15.68,40:59.5,11:00.1
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.624197,88.491699,21.59,12.68,41:04.6,11:05.1
ATSAD-B0A732166910,0.93,FALSE,FALSE,FALSE,22.624453,88.491402,31.39,13.48,41:09.6,11:10.2
ATSAD-B0A732166910,0.86,FALSE,FALSE,FALSE,22.624737,88.491081,33.85,17.22,41:15.0,11:15.2
ATSAD-B0A732166910,1.05,FALSE,FALSE,FALSE,22.625042,88.490738,33.1,17.54,41:19.7,11:20.3
ATSAD-B0A732166910,1.1,FALSE,FALSE,FALSE,22.625271,88.490486,20.52,11.79,41:24.7,11:25.3
ATSAD-B0A732166910,1.03,FALSE,FALSE,FALSE,22.625465,88.490273,25.21,16.79,41:29.7,11:30.4
ATSAD-B0A732166910,0.91,FALSE,FALSE,FALSE,22.625694,88.490013,25.43,13.41,41:34.5,11:35.4
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.625946,88.489746,23.34,22.12,41:39.6,11:40.5
ATSAD-B0A732166910,0.95,FALSE,FALSE,FALSE,22.626137,88.489548,23.06,18.97,41:44.3,11:45.5
ATSAD-B0A732166910,0.97,FALSE,FALSE,FALSE,22.626348,88.489349,13.22,25.43,41:50.0,11:50.6
